Name,Institutions,Mechanism,Culture/Values/Norms,Notes,Time span,Time span: Start,Time span: End,Geography,Size,Source,Metanotes,Heterogeneity ,FC comments,expert check,access_mechanisms_include_open_political_unit,enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,enforcement_mechanisms_include_reputational_risk,decision_making_mechanisms_include_consensus,access_mechanisms_include_life_appointment,decision_making_mechanisms_include_petition,access_mechanisms_include_heredity,decision_making_mechanisms_include_president_consul_chief_executive,access_mechanisms_include_property_requirement,enforcement_mechanisms_include_destruction_of_property,enforcement_mechanisms_include_paying_damages_compensation,decision_making_mechanisms_include_supermajority,access_mechanisms_include_patronage_for_office,enforcement_mechanisms_include_exit,access_mechanisms_include_matrilineality,decision_making_mechanisms_include_balance_of_power,access_mechanisms_include_election,access_mechanisms_include_gerontocracy,decision_making_mechanisms_include_board_committee,decision_making_mechanisms_include_autocratic_leader_chief_bound,enforcement_mechanisms_include_forced_labour,decision_making_mechanisms_include_unanimity,decision_making_mechanisms_include_public_meetings,access_mechanisms_include_dreaming,decision_making_mechanisms_include_secret_ballot,enforcement_mechanisms_include_civil_disobedience,decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_vote_by_show_of_hands,decision_making_mechanisms_include_constitution,enforcement_mechanisms_include_jury_judge,access_mechanisms_include_induction_rite_ceremony,access_mechanisms_include_blood_relations,decision_making_mechanisms_include_veto,enforcement_mechanisms_include_mediation,enforcement_mechanisms_include_self-help,decision_making_mechanisms_include_deliberation,decision_making_mechanisms_include_rule_of_law,decision_making_mechanisms_include_turnover_rotation,enforcement_mechanisms_include_seizing_of_property,enforcement_mechanisms_include_appeal,decision_making_mechanisms_include_dual-sex_political_system,decision_making_mechanisms_include_voting,decision_making_mechanisms_include_checks_and_balances,decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_consultation,decision_making_mechanisms_include_frequent_and_or_regular_meetings,access_mechanisms_include_lottery_random_selection,decision_making_mechanisms_include_quorum,decision_making_mechanisms_include_vote_by_proxy,decision_making_mechanisms_include_handshake,decision_making_mechanisms_include_coalition,enforcement_mechanisms_include_fines,enforcement_mechanisms_include_arbitration,decision_making_mechanisms_include_agenda_setting,enforcement_mechanisms_include_monitoring,enforcement_mechanisms_include_police,decision_making_mechanisms_include_delegation,enforcement_mechanisms_include_graduated_sanctions,decision_making_mechanisms_include_bureaucracy,access_mechanisms_include_matriarchy,decision_making_mechanisms_include_power_fluidity,decision_making_mechanisms_include_kingchief-as-figurehead,decision_making_mechanisms_include_group_voting,enforcement_mechanisms_include_military_force,decision_making_mechanisms_include_majority_voting,enforcement_mechanisms_include_scrutiny_of_officials,decision_making_mechanisms_include_confederacy,decision_making_mechanisms_include_leader_first_among_equals,decision_making_mechanisms_include_ratification_acclamation_only,enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,decision_making_mechanisms_include_temporary_position_of_power_term_limits,decision_making_mechanisms_include_autocratic_leader_unbound,access_mechanisms_include_age_boundaries,enforcement_mechanisms_include_criticism_mocking_joking,access_mechanisms_include_payment_for_occupying_office,access_mechanisms_include_screening_process,access_mechanisms_include_popularity_,decision_making_mechanisms_include_plurality_voting,decision_making_mechanisms_include_mandate,access_mechanisms_include_meritocracy,decision_making_mechanisms_include_word_of_mouth,enforcement_mechanisms_include_tribunal_court_,decision_making_mechanisms_include_lobbying,enforcement_mechanisms_include_judicial_review,decision_making_mechanisms_include_council_central_,access_mechanisms_include_divine_right,access_mechanisms_include_enfranchisement,decision_making_mechanisms_include_consent,access_mechanisms_include_co-optation,decision_making_mechanisms_include_oath,decision_making_mechanisms_include_magistrate_official,enforcement_mechanisms_include_litigation,decision_making_mechanisms_include_remunerated_position,enforcement_mechanisms_include_capital_punishment,decision_making_mechanisms_include_assembly_local,decision_making_mechanisms_include_alliance,enforcement_mechanisms_include_negotiation,decision_making_mechanisms_include_representation,decision_making_mechanisms_include_assembly_elite,"Size: 100 - 1,000","Size: 1,001 - 10,000","Size: 10,001 - 100,000","Size: 100,001 - 1,000,000","Size: 1,000,001 - 10,000,000","Size: 10,000,000+",Size: Unknown,Geography: Africa South,Geography: Europe North,Geography: Asia Southeast ,Geography: Europe West,Geography: Middle East,"Geography: Europe Southeast, Anatolia",Geography: Europe South,"Geography: Central America, Mexico","Geography: Middle East, Mesopotamia, Babylonia",Geography: Africa North ,Geography: Africa Central,"Geography: Asia, China",Geography: Europe East,"Geography: Europe North, Netherlands",Geography: Africa North,"Geography: Europe South, Italy","Geography: Africa South, Botswana","Geography: Europe South, Greece",Geography: North America,"Geography: Africa West, Nigeria",Geography: Asia Southeast,Geography: North America ,"Geography: Europe, North","Geography: Africa West, Mid-western Nigeria","Geography: Africa West, Niger Delta","Geography: Asia, India (northeast)","Geography: Asia, Japan","Geography: Asia, North-eastern India","Geography: Africa North, Algeria",Geography: Central America,Geography: Asia Central,"Geography: Asia, Southwestern China","Geography: South America, Brazil","Geography: North America, Louisiana","Geography: Asia Southeast, Bali","Geography: Asia, India",Geography: Middle East MENA,Geography: Oceania,"Geography: Europe West, Switzerland",Region,Region: Africa,Region: Europe,Region: Asia,Region: Middle East,Region: North America,Region: Central America,Region: South America,Region: Oceania,Time span: Duration
!Kung San (Ju/hoansi),"Hxaro,Headman,Group,Kgotla","Leader (first among equals),Deliberation,Corporal punishment/Violence against perpetrator,Self-help,Mediation,Negotiation,Exit,Criticism/Mocking/Joking,Reputational risk,Suspension/Expulsion/Ostracism/Proscription,Tribunal/Court ,Meritocracy","Reciprocity,Cooperation,Egalitarianism,Generosity,Gender equality,Fairness","Hxaro - System of mutual reciprocity and social responsibility established to hedge the whole group against risk and pool resources (hxaro)

'Each family creates ties which distribute its risk over the population and thereby assure that losses will be covered in bad years.' (Wiessner (1982), p. 66)

'The hxaro relationship involves a balanced, delayed exchange of gifts, whose continuous flow gives both partners information about the underlying status of the relationship - one of a bond of a friendship accompanied by mutual reciprocity and access to resources. In addition, each partnership links a person to a broad network of hxaro paths' (Wiessner (1982), p. 66)

'Among the Ju/'hoansi, punishment typically does not take place through witchcraft, financial reparations, socially sanctioned duels, or violent retribution. Rather, most punishment takes place in conversations, or at least it begins as talk' (Wiessner 2005 p. 121)

'Punishment was divided into four categories: (a) put-downs through pantomime, joking, or mocking, (b) mild criticism and complaint, (c) harsh criticism or complaints, and (d) criticism plus violent acts' (p. 122)

Both men and women initiated criticisms and punished others

Ostracism for women who developed relations with Bantu men

Retaliation against perpetrators went from mocking and joking to harsh criticisms and violence

Culture (from Wiessner 2005):
''Strong reciprocity occurs when individuals are willing ""to sacrifice resources for rewarding fair and punishing unfair behavior, even if this is costly and provides neither present nor future rewards for the reciprocator"" (Fehr, Fischbacher, and Gachter 2002:3).' (Wiessner (2004), p. 116)'

'Strong reciprocity requires high levels of monitoring within the group and subsequent action to bring individual behavior in line through reward and punishment.' (p. 116)

'Foragers live in cooperative communities where food is shared widely and children are reared by a range of ""alloparents"" from grandparents to siblings (Draper 1976; Hewlett 2001; Hrdy 1999; Konner 1975). Widespread food sharing prevails within the community (camp), reducing variance in subsistence income, supporting those who are not capable of providing their own food at certain points in their lives, and promoting cooperation' (p. 117)

'Egalitarian relations (Boehm I993, 1996, 1999; Cashdan 1980; Clastres 1977; Gardner 1991; Kelly 1995) are maintained among foragers to facilitate reciprocity and cooperation on five accounts (Wiessner 2002a). (a) They standardize certain information by specifying that all adult members of the society are autonomous equals who cannot command, bully, coerce, or indebt others. (b) They reduce the risks of cooperation because people do not fear that assistance given in the present will be used to dominate in the future. (c) They stipulate that it is the obligation of all people to stand up for their interests and permit all individuals to punish norm defectors, if they choose to do so. (d) They allow individuals and families to choose different options when environmental conditions require dispersal. (e) They facilitate mobility between visiting groups because hierarchies do not mesh easily. Egalitarian institutions vary in how encompassing they are, that is, whether they include adults of both sexes and all ages, and whether equality applies to both opportunity and outcome (Flanagan 1989; Robbins 1994). For the Ju/'hoansi, as for many foragers, equality applies to all adults and to equality of opportunity as well as equality of outcome.' (p. 117)","20th century - Present
(dates are arbitrary)",1900,2023,Africa South,"1,001 - 10,000","Polly Wiessner (1982), Risk, reciprocity and social influences on !Kung San economics, in (ed.) Leacock, Eleanor and Lee, Richard, Politics and history in band societies

Lee, Richard B. (1979) The !Kung San: Men, Women and Work in a Foraging Society, New York: Cambridge University Press.

Polly Wiessner (2005), Norm Enforcement among the Ju/'hoansi Bushmen

Lee, Richard. 1982. Politics, sexual and non-sexual, in egalitarian society. In Politics and History in Band Societies","Standing in for small-scale egalitarian bands. other examples are the Hadza and Mbuti in Africa, the Pandaram in South India and the Batek in Malaysia (Graeber and Wengrow , p. 128). Below another similar entry is the G/wi.",,Edited April 23,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Africa,1,0,0,0,0,0,0,0,123
Aedui (Celtic Oppida),"Senatus,Elected magistrates,Assemblies","Election,Council (central) ,Assembly (central),Magistrate/official,Balance of power,Ratification/Acclamation only",Shared identity/Kinship,"There are many Celtic oppida throughout norther Europe (central/north France, Switzerland and Germany west of the Rhine). They are organized along tribal lines, with inter-tribal institutional links of which we know relatively little (intermarriage and clientelism for defense are possible). Most of the evidence for political institutions comes from the Aedui, one of the tribes written about by Caesar. 

that of the Aedui is an interesting case because they seem to have had assemblies but we only know that they auctioned the right to farm a tax.

no direct information about size, but we have some figures from Caesar about other tribes (p. 235) and the population was probably larger than the greek city states (p. 237)

""there were defined rules surrounding the eligibility of candidates for magistracies aimed at preventing control by a supreme ruler or family."" (p. 238) [the author, however, does not specify such rules]",2nd-1st century BC,-200,0,Europe North,"100,001 - 1,000,000","Collis, “Celtic” Oppida, in Hansen, A Comparative Study of Thirty City-State Cultures",,,Edited March 23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,0,1,0,0,0,0,0,0,200
Akha,"Council of Elders,Village Founder-Leader (dzoma),Assistant Founder-Leaders (dzoza),White-Skirted Woman,Reciter (p'ima),Shaman,Sama,Village Headman (phuujajbaan),Strongman (xaqma),Blacksmith","Leader (first among equals),Gerontocracy,Consensus,Blood relations,Remunerated position,Temporary position of power/Term Limits,Council (central) ,Meritocracy,Heredity,Balance of power,Representation,Checks and balances,Vote by proxy,Dreaming","Shared identity/Kinship,Ritual,Supernatural,Written rules,Unwritten rules,Discrimination",,20th century - Present,1900,2023,Asia Southeast ,"10,001 - 100,000","Main: 
Kammerer, Cornelia Ann (1985/86), Gateway to the Akha World: Kinship, Ritual and Community among Highlanders of Thailand; Ph.D. Dissertation Anthropology, University of Chicago

Discovered through: 
""James C. Scott, The Art of Not Being Governed"" Footnote:
""Turton, Andrew, Civility and Savagery: Social Identity in Thai States (2000)"" p. 144",,"Informal inclusion,Gender groups,Informal power imbalance ",Edited May 23,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,0,0,1,0,0,0,0,0,123
Amalfi,"Prefetturii/ Conti/ Dogi,Sedile di congrega,Tavole Amalfitane,Consudetudini,Comizi","Election,Magistrate/official,Heredity,Constitution,Rule of Law,Consent,Public meetings,Temporary position of power/Term Limits,Assembly (central),Council (central) ,Deliberation","Written rules,Cooperation,Obedience to authority,Loyalty/Patriotism,Shared identity/Kinship","Camera, M, p. 29 (""La sua popolazione che nel 1137, epoca della sua decadenza, contava 50,000 abitanti (…)"")",4th-12th century AD,300,1200,Europe West,"10,001 - 100,000","Camera, M. Istoria della città e costiera di Amalfi in due parti divisa

Schiavo, A. Amalfi: profilo storico

Kreutz, B.M. Before the Normans: Southern Italy in the Ninth and Tenth Centuries (the Middle Ages Series)",,,Edited March 23 (could use more info on CGIs),,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,0,1,0,0,0,0,0,0,900
Arab nomads,"shaykh or sayyid,shura or mashwara","Consensus,Oath,Handshake,Leader (first among equals),Consultation",,"Nomadic Bedouin society governed by rulers selected (not hereditary) who ruled through consultation - shura (Stasavage 166-7). There is no explicit evidence of consultative bodies, or the mechs presiding over their functioning.

In Islamic times, Shura is a method of reaching consensus about leader selection. Islamic evidence and pre-Islamic conjecture is discussed in Crone's article, esp. pp. 14 ff. ""As the only alternative to fragmentation, consensus was the overriding aim of communal life: it was what shura was supposed to bring about."" (Crone p. 15).","1st-7th century AD
(start date is arbitrary, period id ""pre-islamic"")",0,700,Middle East,Unknown,"Stasavage, David (2020), The Decline and Rise of Democracy, 166-9

PATRICIA CRONE 2001 ""SHŪRĀ"" AS AN ELECTIVE INSTITUTION Quaderni di Studi Arabi, Vol. 19, pp. 3-39",,,Edited Feb 23 (could use additional sources for consultative institutions),,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Middle East,0,0,0,1,0,0,0,0,700
Assur,"King,Alum,Limmum,Scribe,City hall","President/Consul/Chief Executive,Assembly (central),Assembly (elite),Constitution,Voting,Majority voting,Remunerated position,Tribunal/Court ,Bureaucracy","Shared identity/Kinship,Written rules","Independent city-state. Constitutional monarchy in which the king is the steward of the God Assur and the head of the city assembly (which is really a council). There the king has one vote. 

Assur population: Larsen, p. 79

the constitution is the set of written rules regulating the functions of the city-assembly, like voting. ""The assembly is to be divided into voting blocks in order to reach a majority decision. All of these activities were supervised by the scribe or secretary of the Port, clearly a salaried official."" p 84

Like Emar, Tuttul and Sippar, Assur has a ""republican government."" The database only includes Assur and Sippar.","19th century BC
(1920-1800 BC)",-1920,-1800,"Europe Southeast, Anatolia","1,001 - 10,000","Larsen, M. T. The Old Assyrian City-State in Hansen. M.H. A Comparative Study of Thirty City-States Cultures",,,Edited Mar 23,Giacomo CHECKED,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,0,1,0,0,0,0,0,0,120
Athens (Classical Period),"Council of Five Hundred (Boule),Areopagus,Ekklesia,People's courts,Magistrates","Election,Plurality voting,Temporary position of power/Term Limits,Consensus,Voting,Lottery/Random Selection,Suspension/Expulsion/Ostracism/Proscription,Screening process,Self-help,Fines,Paying damages/compensation,Criticism/Mocking/Joking,Assembly (central),Council (central) ,Frequent and/or regular meetings,Rule of Law,Veto,Majority voting,Magistrate/official,Litigation,Arbitration,Constitution,Monitoring,Assembly (elite),Oath,Consent,Seizing of property,Corporal punishment/Violence against perpetrator,Capital punishment,Deliberation,Age boundaries,Public meetings,Remunerated position,Quorum,Scrutiny of officials,Turnover/rotation,Agenda setting,Vote by show of hands,Jury/Judge,Tribunal/Court ,Secret ballot,Judicial review","Discrimination,Egalitarianism,Shared identity/Kinship,Free Speech,Competition,Freedom","'Cleisthenes reorganized Athens into 139 demes—units of 150 to 250 individuals. In addition to belonging to a deme, citizens were associated with one of ten new artificially created “tribes” that now each sent 50 individuals, selected by lot, to a Council of 500 that would administer the day-to-day affairs of the city.' (p. 32)

From 462 BCE, even the lower classes, thetes, could hold office

'The Greek city-states for the most part failed to establish command-and-control bureaucracies. Nor did the Greek world develop an integrated master social or theological narrative that would have provided ideological support for the necessity of individual obedience to central authority' (Ober, Josiah (2015), p. 60)

'quasi-federal institutional reforms in the aftermath of a democratic revolution (ch. 7). Federalism was widely adopted in mainland Greece in the fourth century BCE (ch. 9). Federalist and quasi-federalist institutional experiments allowed Greek states to operate as extensive “networks of social networks”—and thereby contributed to solving the problem of monitoring and punishing free riders.' (p. 68)

Community rewards to those 'who lead efforts to punish malefactors.' (p. 68)

'Under Cleisthenes’ reformed constitutional order, 139 villages, towns, and neighborhoods of Attica were designated “demes.” An average deme had a free adult male population of 150– ­250, although some were smaller, and others, notably Aphidna and Acharnai, much larger.' (Ober, Josiah (2015), p. 162)

'Each Athenian was thus treated as a citizen at different levels: locally in his deme and at the federal level of the polis. All free adult males resident in Attica in the year of the reform were, in the immediate aftermath of the revolution, considered to be citizens of Athens and of their deme of residence. Moreover, the deme would hereafter be the fundamental unit of Athenian citizenship: To be a citizen of Athens, a male resident of Attica must be formally recognized by an assembly of citizens in his deme as having been born to an Athenian father who was himself a citizen of the deme, and as being at least 18 years of age.' (p. 162-4)

'Two intermediate levels of belonging connected the demes to the federal state. Citizens of each deme were assigned to one of ten newly created artificial “tribes.” Each tribe enrolled roughly a tenth of the citizens, drawn from three distinct regions of Attica.' (p. 164)

'Perhaps most importantly, the membership of the new central state Council of 500, which conducted Athens’ day-­ to-­ day public affairs and set the agenda for the legislative citizen assembly, was recruited through the new deme/tribe system. In later years, at least, councilors were aged 30 and older, were chosen by lot, and were paid for their service. Each of the 10 tribes annually provided 50 councilors. The members of each tribal contingent of 50 were chosen at the deme level, each deme sending a certain number of councilors according to population.' (p. 164)

'But Cleisthenes had not introduced to Athens what we think of today as “representative government” because councilors were not expected to represent the particularistic interests of their deme, regional third, or tribe. Nor were they accountable to local voters. Rather, the councilors served, collectively, as a microcosm of the Athenian citizenry. They represented what, in the aggregate, the Athenian people knew and the skills and information the Athenians could bring to bear on problems confronting the state.' (p. 164)

Areopagus
- 'membership was drawn from ex-­magistrates' (p. 166)

'The Athenian citizenry elected their military leaders; many other state officials were, however, chosen by lottery. All officials, elected or lotteried, were subject to ex ante public scrutiny and held publicly accountable, on an annual basis, for their performance.' (p. 168)

'Each year, the Athenian assembly decided whether to conduct an ostracism; if the decision was positive (as it was only 15 recorded times in Athenian history), the citizenry chose, by plurality written ballot, which prominent member of the Athenian elite to expel from the community for 10 years.' (p. 168)

The Council met almost daily, whilst the Assembly met four times each month

'The Solonian people’s court was subdivided into a number of courts, so that many more cases could now be judged by panels of citizens, chosen by lottery.' (p. 168)

'Federalism enabled trust among citizens, arising from local interactions at the deme level, to be leveraged at the level of the tribe and then at the level of the polis.' (p. 170)

'The deme-­tribe-­polis federal system helped to make the mass meetings of the Athenian assembly both less daunting and less clientalistic, as ordinary citizens developed social networks that extended at least to the tribe level.' (p. 171)

'Athenian citizens proved to be quite good at identifying and attending to experts and quite capable of using the knowledge of experts for the ends of policy-­ making without turning state management over to them.' (p. 172)",5th-4th century BC (508-322 BC),-508,-322,Europe South,"100,001 - 1,000,000","Stasavage, David (2020), The Decline and Rise of Democracy

Ober, Josiah (2015), The Rise and Fall of Classical Greece",,,Edited Mar 23,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,0,1,0,0,0,0,0,0,186
Aztec City-States,"Tlatoani,Council of high nobles","Autocratic Leader/Chief (bound),Heredity,Meritocracy,Council (central) ","Strict hierarchy/caste system,Obedience to authority","BOUNDARY CASE: there is a council but degree  of independence for the king is not clear. Compare with Tlaxcala, a city state under the Aztecs, but more independent.

 110 city-states, 50 in the Valley of Mexico and 60 in Morelos. size and population varied. 

Each city-state was headed by a king and governed by a hereditary nobility

“One unusual aspect of city-state government was the existence of polities with more than one king operating at a single city: recorded cases have two or four kings."" However, these should not be seen as polities governed by multiple kings. instead, they are different polities which shared a common urban center. p. 589",12th - 16th century AD,1100,1600,"Central America, Mexico","100,001 - 1,000,000","Michael E. Smith, Aztec City-States, in Hansen, A Comparative Study of Thirty City-States Cultures",,,Edited May 23,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central America,0,0,0,0,0,1,0,0,500
Babylonia,"Governor,Council of Elders,The citizens/The Assembly of the city","Leader (first among equals),Assembly (central),Checks and balances,Consent,Mandate,Council (central) ",Shared identity/Kinship,"The city-states of southern Mesopotamia in the period under consideration maintain local forms of collective governance under the Assyrian empire. 

""our understanding of the exact functions of the assembly and the elders is complicated by the many civil administrative systems that existed at imperial, provincial and city level. Furthermore, these bodies interlock with the bureaucracy of the central temple institutions to form an intricate judicial apparatus that developed over time and varied from place to place."" Barjamovic 2004, 67

""the ‘governors’ appointed to the Babylonian city-states
(not to the regional provinces) were almost all of local origin, and they did not share the high status of the Assyrian bel pahutu. Instead, it seems their main function, regardless
of where they were presiding, was to represent the city toward the king and his officials, and to act as a link between the political institutions of the city-state and the empire."" Barjamovic 2004, p. 54",9th-7th century BC ,-900,-600,"Middle East, Mesopotamia, Babylonia","10,001 - 100,000","Larsen, The City-States of the Early Neo-Babylonian Period, in Hansen, A Comparative Study of Thirty City-States Cultures

Barjamovic 2004, CIVIC INSTITUTIONS AND SELF-GOVERNMENT IN SOUTHERN
MESOPOTAMIA IN THE MID-FIRST MILLENNIUM BC.",,,Edited Mar 23,Giacomo CHECKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Middle East,0,0,0,1,0,0,0,0,300
Carthage,"Rab kohanim,Council of Elders,Tribunal of 104,Suffetes,Ham","Autocratic Leader/Chief (bound),Blood relations,Tribunal/Court ,Suspension/Expulsion/Ostracism/Proscription,Assembly (central),Council (central) ",,"'While it is true that Carthage had a range of administrative bodies within which affairs of state could be debated at length, decisions were mainly the prerogative of the wealthiest families. Later on there was a kind of representative body that was able to enforce its will in certain issues, for instance regarding the appointment of military leaders, but there was probably no democratic governance with voting rights for the population.' (p. 14)

'The priesthood in Carthage was reserved for males of the aristocracy and was hereditary. The chief of the priests or rab kohanim, besides his important religious role, also exercised great influence over the workings of the State and economic life' (p. 41)

'Although the monarchy was certainly not hereditary, the most important positions were reserved for the members of certain families, which had the effect of creating dynasties.' (p. 42)

In the 4th ce. BC, Carthage became an aristocratic republic with a king, the 'Council of Elders' (similar to the Roman senate), the 'Tribunal of 104', and the 'ham', a parliamentary assembly

'From the late fourth century BC onwards, Carthage was governed by two annually–elected suffetes, similar to Roman consuls, and the parliamentary assembly also appears to have increased in importance.' (p. 42)

Population numbers: ""This urban region would have had a population of 5,000 to 8,000 in the seventh century BC, which is very large in the context of ancient civilisations. By the second century BC this figure had grown to at least 50,000, if not 100,000, and even 300,000 is mentioned."" (p.30)

From Lancel, Carthage, A History
Aristotle famously attributed to 4th Carthage a mixed constitution. a century later, Polybius documents a shift toward popular rule (a debasement from the oligarchic constitution of Aristotle's time)",4th-2nd century BC,-400,-100,Africa North ,"100,001 - 1,000,000","Docter, Roald (2015), Punic Carthage, in Carthage Fact and Myth. Sidestone Press.",,,"Edited Feb 23 (Additional sources can be used to clarify the mechanisms within the main institutions, as well as the links among them)",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Africa,1,0,0,0,0,0,0,0,300
